[True, False, True]
Run timestamp: 06102023_193136_23.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '25000000.0', '--lambda_gene_expr_recon', '15000.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_23']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8976; val_auprc_score: 0.9829; val_best_acc_score: 0.9190; val_best_f1_score: 0.9555; train_kl_reg_loss: 24421.1150; train_edge_recon_loss: 3184241.4798; train_gene_expr_recon_loss: 12991246.2580; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 16199908.8521; train_optim_loss: 16199908.8521; val_kl_reg_loss: 25759.0823; val_edge_recon_loss: 3227822.7315; val_gene_expr_recon_loss: 11428076.5833; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 14681658.3827; val_optim_loss: 14681658.3827
Epoch 25/400 |█-------------------| 6.2% val_auroc_score: 0.9524; val_auprc_score: 0.9925; val_best_acc_score: 0.9455; val_best_f1_score: 0.9697; train_kl_reg_loss: 50622.6511; train_edge_recon_loss: 3018794.8422; train_gene_expr_recon_loss: 9614868.3698; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 12684285.8566; train_optim_loss: 12684285.8566; val_kl_reg_loss: 50560.6582; val_edge_recon_loss: 3156367.8179; val_gene_expr_recon_loss: 9658008.5432; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 12864936.9877; val_optim_loss: 12864936.9877
Epoch 26/400 |█-------------------| 6.5% val_auroc_score: 0.9477; val_auprc_score: 0.9915; val_best_acc_score: 0.9435; val_best_f1_score: 0.9685; train_kl_reg_loss: 49704.4034; train_edge_recon_loss: 3062938.4667; train_gene_expr_recon_loss: 8879284.5086; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11991927.3897; train_optim_loss: 11991927.3897; val_kl_reg_loss: 24684.0119; val_edge_recon_loss: 3204514.3966; val_gene_expr_recon_loss: 8814195.4460; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 12043393.8611; val_optim_loss: 12043393.8611
Epoch 27/400 |█-------------------| 6.8% val_auroc_score: 0.9475; val_auprc_score: 0.9916; val_best_acc_score: 0.9446; val_best_f1_score: 0.9692; train_kl_reg_loss: 47487.5537; train_edge_recon_loss: 3054737.9365; train_gene_expr_recon_loss: 8742043.6552; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11844269.1547; train_optim_loss: 11844269.1547; val_kl_reg_loss: 25210.4349; val_edge_recon_loss: 3162204.5039; val_gene_expr_recon_loss: 8734690.2577; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11922105.1975; val_optim_loss: 11922105.1975
Epoch 28/400 |█-------------------| 7.0% val_auroc_score: 0.9450; val_auprc_score: 0.9912; val_best_acc_score: 0.9434; val_best_f1_score: 0.9686; train_kl_reg_loss: 42584.7239; train_edge_recon_loss: 3060833.6130; train_gene_expr_recon_loss: 8662351.8422; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11765770.1828; train_optim_loss: 11765770.1828; val_kl_reg_loss: 25666.1357; val_edge_recon_loss: 3139176.8688; val_gene_expr_recon_loss: 8654642.5108; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11819485.4846; val_optim_loss: 11819485.4846
Epoch 29/400 |█-------------------| 7.2% val_auroc_score: 0.9459; val_auprc_score: 0.9912; val_best_acc_score: 0.9437; val_best_f1_score: 0.9687; train_kl_reg_loss: 38153.7697; train_edge_recon_loss: 3046877.8367; train_gene_expr_recon_loss: 8613828.3511; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11698859.9537; train_optim_loss: 11698859.9537; val_kl_reg_loss: 26781.2329; val_edge_recon_loss: 3140937.2948; val_gene_expr_recon_loss: 8632897.9090; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11800616.4753; val_optim_loss: 11800616.4753
Epoch 30/400 |█-------------------| 7.5% val_auroc_score: 0.9452; val_auprc_score: 0.9911; val_best_acc_score: 0.9429; val_best_f1_score: 0.9682; train_kl_reg_loss: 35359.1346; train_edge_recon_loss: 3050859.1648; train_gene_expr_recon_loss: 8580589.4381; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11666807.7448; train_optim_loss: 11666807.7448; val_kl_reg_loss: 26853.9133; val_edge_recon_loss: 3173657.8256; val_gene_expr_recon_loss: 8595302.2901; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11795814.0401; val_optim_loss: 11795814.0401
Epoch 31/400 |█-------------------| 7.8% val_auroc_score: 0.9478; val_auprc_score: 0.9917; val_best_acc_score: 0.9443; val_best_f1_score: 0.9690; train_kl_reg_loss: 34152.3045; train_edge_recon_loss: 3045437.3573; train_gene_expr_recon_loss: 8550191.3787; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11629781.0446; train_optim_loss: 11629781.0446; val_kl_reg_loss: 27577.4901; val_edge_recon_loss: 3127412.6196; val_gene_expr_recon_loss: 8556114.7485; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11711104.8519; val_optim_loss: 11711104.8519
Epoch 32/400 |█-------------------| 8.0% val_auroc_score: 0.9478; val_auprc_score: 0.9916; val_best_acc_score: 0.9436; val_best_f1_score: 0.9687; train_kl_reg_loss: 33461.0486; train_edge_recon_loss: 3047192.2587; train_gene_expr_recon_loss: 8517462.6846; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11598115.9822; train_optim_loss: 11598115.9822; val_kl_reg_loss: 28674.4862; val_edge_recon_loss: 3162563.3449; val_gene_expr_recon_loss: 8533770.6698; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11725008.5154; val_optim_loss: 11725008.5154
Epoch 33/400 |█-------------------| 8.2% val_auroc_score: 0.9463; val_auprc_score: 0.9912; val_best_acc_score: 0.9434; val_best_f1_score: 0.9685; train_kl_reg_loss: 33245.9545; train_edge_recon_loss: 3031064.0954; train_gene_expr_recon_loss: 8495528.0106; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11559838.0576; train_optim_loss: 11559838.0576; val_kl_reg_loss: 28976.4032; val_edge_recon_loss: 3175309.3279; val_gene_expr_recon_loss: 8513794.9398; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11718080.6790; val_optim_loss: 11718080.6790
Epoch 34/400 |█-------------------| 8.5% val_auroc_score: 0.9460; val_auprc_score: 0.9914; val_best_acc_score: 0.9435; val_best_f1_score: 0.9686; train_kl_reg_loss: 33128.8236; train_edge_recon_loss: 3039903.9757; train_gene_expr_recon_loss: 8473234.9106; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11546267.6998; train_optim_loss: 11546267.6998; val_kl_reg_loss: 29667.8759; val_edge_recon_loss: 3145659.2577; val_gene_expr_recon_loss: 8486891.6806; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11662218.8117; val_optim_loss: 11662218.8117
Epoch 35/400 |█-------------------| 8.8% val_auroc_score: 0.9466; val_auprc_score: 0.9913; val_best_acc_score: 0.9434; val_best_f1_score: 0.9684; train_kl_reg_loss: 33257.5629; train_edge_recon_loss: 3021747.7309; train_gene_expr_recon_loss: 8459018.6918; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11514023.9866; train_optim_loss: 11514023.9866; val_kl_reg_loss: 30036.1090; val_edge_recon_loss: 3178258.3588; val_gene_expr_recon_loss: 8467475.3611; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11675769.8395; val_optim_loss: 11675769.8395
Epoch 36/400 |█-------------------| 9.0% val_auroc_score: 0.9469; val_auprc_score: 0.9913; val_best_acc_score: 0.9439; val_best_f1_score: 0.9688; train_kl_reg_loss: 33413.5310; train_edge_recon_loss: 3035181.1858; train_gene_expr_recon_loss: 8441116.0791; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11509710.7897; train_optim_loss: 11509710.7897; val_kl_reg_loss: 30022.4786; val_edge_recon_loss: 3163839.8287; val_gene_expr_recon_loss: 8454617.2269; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11648479.5494; val_optim_loss: 11648479.5494
Epoch 37/400 |█-------------------| 9.2% val_auroc_score: 0.9509; val_auprc_score: 0.9922; val_best_acc_score: 0.9451; val_best_f1_score: 0.9694; train_kl_reg_loss: 33454.2146; train_edge_recon_loss: 3033293.8892; train_gene_expr_recon_loss: 8372203.9983; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11438952.0974; train_optim_loss: 11438952.0974; val_kl_reg_loss: 29872.4596; val_edge_recon_loss: 3175266.1427; val_gene_expr_recon_loss: 8385497.9985; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11590636.5926; val_optim_loss: 11590636.5926
Epoch 38/400 |█-------------------| 9.5% val_auroc_score: 0.9479; val_auprc_score: 0.9916; val_best_acc_score: 0.9442; val_best_f1_score: 0.9690; train_kl_reg_loss: 33098.7735; train_edge_recon_loss: 3035458.9729; train_gene_expr_recon_loss: 8341946.3523; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11410504.1019; train_optim_loss: 11410504.1019; val_kl_reg_loss: 30570.5739; val_edge_recon_loss: 3156471.8773; val_gene_expr_recon_loss: 8365055.7454; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11552098.1698; val_optim_loss: 11552098.1698
Epoch 39/400 |█-------------------| 9.8% val_auroc_score: 0.9492; val_auprc_score: 0.9918; val_best_acc_score: 0.9445; val_best_f1_score: 0.9691; train_kl_reg_loss: 32881.2382; train_edge_recon_loss: 3028766.6076; train_gene_expr_recon_loss: 8329281.1384; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11390928.9911; train_optim_loss: 11390928.9911; val_kl_reg_loss: 30815.1228; val_edge_recon_loss: 3177168.0324; val_gene_expr_recon_loss: 8342907.9815; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11550891.1327; val_optim_loss: 11550891.1327
Epoch 40/400 |██------------------| 10.0% val_auroc_score: 0.9484; val_auprc_score: 0.9917; val_best_acc_score: 0.9440; val_best_f1_score: 0.9688; train_kl_reg_loss: 32930.7370; train_edge_recon_loss: 3022648.5846; train_gene_expr_recon_loss: 8309856.1106; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11365435.4343; train_optim_loss: 11365435.4343; val_kl_reg_loss: 31000.7903; val_edge_recon_loss: 3165661.0093; val_gene_expr_recon_loss: 8319838.7654; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11516500.5648; val_optim_loss: 11516500.5648
Epoch 41/400 |██------------------| 10.2% val_auroc_score: 0.9492; val_auprc_score: 0.9919; val_best_acc_score: 0.9441; val_best_f1_score: 0.9689; train_kl_reg_loss: 32842.6785; train_edge_recon_loss: 3035769.0292; train_gene_expr_recon_loss: 8298917.3750; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11367529.0875; train_optim_loss: 11367529.0875; val_kl_reg_loss: 31489.5262; val_edge_recon_loss: 3144133.5509; val_gene_expr_recon_loss: 8331301.5401; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11506924.6296; val_optim_loss: 11506924.6296
Epoch 42/400 |██------------------| 10.5% val_auroc_score: 0.9494; val_auprc_score: 0.9918; val_best_acc_score: 0.9447; val_best_f1_score: 0.9693; train_kl_reg_loss: 32916.3707; train_edge_recon_loss: 3030717.7858; train_gene_expr_recon_loss: 8289065.2153; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11352699.3722; train_optim_loss: 11352699.3722; val_kl_reg_loss: 31516.9906; val_edge_recon_loss: 3173572.5355; val_gene_expr_recon_loss: 8315073.4892; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11520163.0278; val_optim_loss: 11520163.0278
Epoch 43/400 |██------------------| 10.8% val_auroc_score: 0.9484; val_auprc_score: 0.9916; val_best_acc_score: 0.9451; val_best_f1_score: 0.9694; train_kl_reg_loss: 32942.5406; train_edge_recon_loss: 3027692.8113; train_gene_expr_recon_loss: 8283165.4208; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11343800.7753; train_optim_loss: 11343800.7753; val_kl_reg_loss: 31395.5576; val_edge_recon_loss: 3149550.7037; val_gene_expr_recon_loss: 8305175.8796; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11486122.1574; val_optim_loss: 11486122.1574
Epoch 44/400 |██------------------| 11.0% val_auroc_score: 0.9518; val_auprc_score: 0.9924; val_best_acc_score: 0.9460; val_best_f1_score: 0.9699; train_kl_reg_loss: 32853.8130; train_edge_recon_loss: 3027323.9015; train_gene_expr_recon_loss: 8276005.3111; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11336183.0247; train_optim_loss: 11336183.0247; val_kl_reg_loss: 31664.9048; val_edge_recon_loss: 3134306.4907; val_gene_expr_recon_loss: 8296585.1852; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11462556.5648; val_optim_loss: 11462556.5648
Epoch 45/400 |██------------------| 11.2% val_auroc_score: 0.9504; val_auprc_score: 0.9920; val_best_acc_score: 0.9453; val_best_f1_score: 0.9695; train_kl_reg_loss: 32955.0010; train_edge_recon_loss: 3018803.2654; train_gene_expr_recon_loss: 8268515.5161; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11320273.7780; train_optim_loss: 11320273.7780; val_kl_reg_loss: 31853.4674; val_edge_recon_loss: 3171019.6574; val_gene_expr_recon_loss: 8295534.3179; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11498407.4506; val_optim_loss: 11498407.4506
Epoch 46/400 |██------------------| 11.5% val_auroc_score: 0.9500; val_auprc_score: 0.9920; val_best_acc_score: 0.9459; val_best_f1_score: 0.9699; train_kl_reg_loss: 32910.5533; train_edge_recon_loss: 3016186.1745; train_gene_expr_recon_loss: 8264700.7069; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11313797.4302; train_optim_loss: 11313797.4302; val_kl_reg_loss: 32610.1407; val_edge_recon_loss: 3131009.8121; val_gene_expr_recon_loss: 8304469.6204; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11468089.5802; val_optim_loss: 11468089.5802
Epoch 47/400 |██------------------| 11.8% val_auroc_score: 0.9517; val_auprc_score: 0.9923; val_best_acc_score: 0.9457; val_best_f1_score: 0.9698; train_kl_reg_loss: 32865.2278; train_edge_recon_loss: 3020071.4792; train_gene_expr_recon_loss: 8265127.3180; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11318064.0268; train_optim_loss: 11318064.0268; val_kl_reg_loss: 31671.1305; val_edge_recon_loss: 3151374.2801; val_gene_expr_recon_loss: 8292384.5694; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11475430.0031; val_optim_loss: 11475430.0031
Epoch 48/400 |██------------------| 12.0% val_auroc_score: 0.9508; val_auprc_score: 0.9921; val_best_acc_score: 0.9448; val_best_f1_score: 0.9692; train_kl_reg_loss: 32828.3361; train_edge_recon_loss: 3015325.0562; train_gene_expr_recon_loss: 8258016.2055; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11306169.5973; train_optim_loss: 11306169.5973; val_kl_reg_loss: 31899.0028; val_edge_recon_loss: 3167356.1034; val_gene_expr_recon_loss: 8287326.5787; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11486581.6698; val_optim_loss: 11486581.6698

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1e-05.

Epoch 49/400 |██------------------| 12.2% val_auroc_score: 0.9510; val_auprc_score: 0.9922; val_best_acc_score: 0.9457; val_best_f1_score: 0.9698; train_kl_reg_loss: 32740.0779; train_edge_recon_loss: 3019274.4440; train_gene_expr_recon_loss: 8238175.5441; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11290190.0648; train_optim_loss: 11290190.0648; val_kl_reg_loss: 31367.4034; val_edge_recon_loss: 3159027.3611; val_gene_expr_recon_loss: 8263365.5432; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11453760.3025; val_optim_loss: 11453760.3025
Epoch 50/400 |██------------------| 12.5% val_auroc_score: 0.9517; val_auprc_score: 0.9923; val_best_acc_score: 0.9456; val_best_f1_score: 0.9697; train_kl_reg_loss: 32723.1278; train_edge_recon_loss: 3009847.6747; train_gene_expr_recon_loss: 8237907.8875; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11280478.6998; train_optim_loss: 11280478.6998; val_kl_reg_loss: 31441.7200; val_edge_recon_loss: 3150073.5826; val_gene_expr_recon_loss: 8259227.0463; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11440742.3519; val_optim_loss: 11440742.3519
Epoch 51/400 |██------------------| 12.8% val_auroc_score: 0.9519; val_auprc_score: 0.9922; val_best_acc_score: 0.9453; val_best_f1_score: 0.9695; train_kl_reg_loss: 32672.2117; train_edge_recon_loss: 3027504.7466; train_gene_expr_recon_loss: 8235259.9130; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11295436.8669; train_optim_loss: 11295436.8669; val_kl_reg_loss: 31437.6527; val_edge_recon_loss: 3197510.5000; val_gene_expr_recon_loss: 8266482.0494; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11495430.2037; val_optim_loss: 11495430.2037
Epoch 52/400 |██------------------| 13.0% val_auroc_score: 0.9508; val_auprc_score: 0.9920; val_best_acc_score: 0.9458; val_best_f1_score: 0.9698; train_kl_reg_loss: 32612.4848; train_edge_recon_loss: 3029815.2355; train_gene_expr_recon_loss: 8232697.3473; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11295125.0748; train_optim_loss: 11295125.0748; val_kl_reg_loss: 31511.6616; val_edge_recon_loss: 3165860.3866; val_gene_expr_recon_loss: 8264993.3704; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11462365.4105; val_optim_loss: 11462365.4105
Epoch 53/400 |██------------------| 13.2% val_auroc_score: 0.9502; val_auprc_score: 0.9921; val_best_acc_score: 0.9451; val_best_f1_score: 0.9695; train_kl_reg_loss: 32581.6374; train_edge_recon_loss: 3023675.7166; train_gene_expr_recon_loss: 8229857.5244; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 11286114.8782; train_optim_loss: 11286114.8782; val_kl_reg_loss: 31553.1514; val_edge_recon_loss: 3138773.5941; val_gene_expr_recon_loss: 8264128.1728; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 11434454.9105; val_optim_loss: 11434454.9105
