[True, False, True]
Run timestamp: 06102023_193136_25.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000.0', '--lambda_gene_expr_recon', '30000.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_25']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8872; val_auprc_score: 0.9808; val_best_acc_score: 0.9137; val_best_f1_score: 0.9526; train_kl_reg_loss: 29963.2813; train_edge_recon_loss: 6374522.8047; train_gene_expr_recon_loss: 26085887.8319; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 32490373.8998; train_optim_loss: 32490373.8998; val_kl_reg_loss: 32298.8276; val_edge_recon_loss: 6587631.3889; val_gene_expr_recon_loss: 22989489.0556; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 29609419.2778; val_optim_loss: 29609419.2778
Epoch 25/400 |█-------------------| 6.2% val_auroc_score: 0.9330; val_auprc_score: 0.9890; val_best_acc_score: 0.9361; val_best_f1_score: 0.9645; train_kl_reg_loss: 102495.2413; train_edge_recon_loss: 6116771.3179; train_gene_expr_recon_loss: 19735702.9578; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 25954969.5362; train_optim_loss: 25954969.5362; val_kl_reg_loss: 101877.8148; val_edge_recon_loss: 6416608.3611; val_gene_expr_recon_loss: 19843556.3210; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 26362042.5247; val_optim_loss: 26362042.5247
Epoch 26/400 |█-------------------| 6.5% val_auroc_score: 0.9287; val_auprc_score: 0.9879; val_best_acc_score: 0.9355; val_best_f1_score: 0.9642; train_kl_reg_loss: 100024.7807; train_edge_recon_loss: 6181323.5747; train_gene_expr_recon_loss: 18425423.0381; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 24706771.4099; train_optim_loss: 24706771.4099; val_kl_reg_loss: 47483.8365; val_edge_recon_loss: 6430798.0818; val_gene_expr_recon_loss: 18276972.8148; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24755254.7716; val_optim_loss: 24755254.7716
Epoch 27/400 |█-------------------| 6.8% val_auroc_score: 0.9302; val_auprc_score: 0.9883; val_best_acc_score: 0.9351; val_best_f1_score: 0.9639; train_kl_reg_loss: 94899.7144; train_edge_recon_loss: 6178635.0394; train_gene_expr_recon_loss: 18092496.2847; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 24366031.0470; train_optim_loss: 24366031.0470; val_kl_reg_loss: 47366.4252; val_edge_recon_loss: 6488225.5370; val_gene_expr_recon_loss: 18065922.2654; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24601514.1914; val_optim_loss: 24601514.1914
Epoch 28/400 |█-------------------| 7.0% val_auroc_score: 0.9276; val_auprc_score: 0.9882; val_best_acc_score: 0.9347; val_best_f1_score: 0.9638; train_kl_reg_loss: 86679.2211; train_edge_recon_loss: 6189383.4780; train_gene_expr_recon_loss: 17920153.2569; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 24196215.9650; train_optim_loss: 24196215.9650; val_kl_reg_loss: 47260.5209; val_edge_recon_loss: 6394721.0401; val_gene_expr_recon_loss: 17941165.1512; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24383146.7160; val_optim_loss: 24383146.7160
Epoch 29/400 |█-------------------| 7.2% val_auroc_score: 0.9291; val_auprc_score: 0.9881; val_best_acc_score: 0.9356; val_best_f1_score: 0.9643; train_kl_reg_loss: 80434.4894; train_edge_recon_loss: 6165595.6193; train_gene_expr_recon_loss: 17802810.5297; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 24048840.6374; train_optim_loss: 24048840.6374; val_kl_reg_loss: 47460.3543; val_edge_recon_loss: 6397737.8519; val_gene_expr_recon_loss: 17846644.2778; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24291842.4753; val_optim_loss: 24291842.4753
Epoch 30/400 |█-------------------| 7.5% val_auroc_score: 0.9282; val_auprc_score: 0.9882; val_best_acc_score: 0.9351; val_best_f1_score: 0.9641; train_kl_reg_loss: 76749.4563; train_edge_recon_loss: 6162997.3407; train_gene_expr_recon_loss: 17686191.4669; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23925938.2792; train_optim_loss: 23925938.2792; val_kl_reg_loss: 46397.0197; val_edge_recon_loss: 6375924.1775; val_gene_expr_recon_loss: 17733000.9815; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24155322.0802; val_optim_loss: 24155322.0802
Epoch 31/400 |█-------------------| 7.8% val_auroc_score: 0.9275; val_auprc_score: 0.9879; val_best_acc_score: 0.9347; val_best_f1_score: 0.9637; train_kl_reg_loss: 74200.7337; train_edge_recon_loss: 6155863.1827; train_gene_expr_recon_loss: 17619162.3081; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23849226.2189; train_optim_loss: 23849226.2189; val_kl_reg_loss: 47650.7196; val_edge_recon_loss: 6388977.3935; val_gene_expr_recon_loss: 17673935.4383; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24110563.5432; val_optim_loss: 24110563.5432
Epoch 32/400 |█-------------------| 8.0% val_auroc_score: 0.9273; val_auprc_score: 0.9878; val_best_acc_score: 0.9349; val_best_f1_score: 0.9639; train_kl_reg_loss: 72381.3970; train_edge_recon_loss: 6156761.0092; train_gene_expr_recon_loss: 17570042.0106; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23799184.4151; train_optim_loss: 23799184.4151; val_kl_reg_loss: 46714.8765; val_edge_recon_loss: 6387811.2454; val_gene_expr_recon_loss: 17640261.3765; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24074787.5432; val_optim_loss: 24074787.5432
Epoch 33/400 |█-------------------| 8.2% val_auroc_score: 0.9295; val_auprc_score: 0.9883; val_best_acc_score: 0.9354; val_best_f1_score: 0.9642; train_kl_reg_loss: 70601.8509; train_edge_recon_loss: 6142812.7703; train_gene_expr_recon_loss: 17529363.3166; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23742777.9369; train_optim_loss: 23742777.9369; val_kl_reg_loss: 48693.9946; val_edge_recon_loss: 6352131.4938; val_gene_expr_recon_loss: 17604354.8272; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 24005180.3272; val_optim_loss: 24005180.3272
Epoch 34/400 |█-------------------| 8.5% val_auroc_score: 0.9292; val_auprc_score: 0.9884; val_best_acc_score: 0.9349; val_best_f1_score: 0.9639; train_kl_reg_loss: 68962.5985; train_edge_recon_loss: 6162448.9529; train_gene_expr_recon_loss: 17505243.4810; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23736655.0525; train_optim_loss: 23736655.0525; val_kl_reg_loss: 48767.0951; val_edge_recon_loss: 6363478.0586; val_gene_expr_recon_loss: 17565167.7685; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23977412.8765; val_optim_loss: 23977412.8765
Epoch 35/400 |█-------------------| 8.8% val_auroc_score: 0.9302; val_auprc_score: 0.9885; val_best_acc_score: 0.9358; val_best_f1_score: 0.9644; train_kl_reg_loss: 68235.6165; train_edge_recon_loss: 6108961.6154; train_gene_expr_recon_loss: 17486030.1022; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23663227.3166; train_optim_loss: 23663227.3166; val_kl_reg_loss: 48681.4484; val_edge_recon_loss: 6348306.7593; val_gene_expr_recon_loss: 17547897.8272; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23944886.0741; val_optim_loss: 23944886.0741
Epoch 36/400 |█-------------------| 9.0% val_auroc_score: 0.9294; val_auprc_score: 0.9882; val_best_acc_score: 0.9354; val_best_f1_score: 0.9641; train_kl_reg_loss: 67677.1067; train_edge_recon_loss: 6135292.1881; train_gene_expr_recon_loss: 17434598.4985; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23637567.7832; train_optim_loss: 23637567.7832; val_kl_reg_loss: 49933.6877; val_edge_recon_loss: 6387031.1559; val_gene_expr_recon_loss: 17416200.8241; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23853165.7037; val_optim_loss: 23853165.7037
Epoch 37/400 |█-------------------| 9.2% val_auroc_score: 0.9305; val_auprc_score: 0.9885; val_best_acc_score: 0.9359; val_best_f1_score: 0.9645; train_kl_reg_loss: 67083.7584; train_edge_recon_loss: 6121604.2192; train_gene_expr_recon_loss: 17309248.2360; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23497936.2196; train_optim_loss: 23497936.2196; val_kl_reg_loss: 50536.7129; val_edge_recon_loss: 6389628.4506; val_gene_expr_recon_loss: 17385847.8395; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23826013.0494; val_optim_loss: 23826013.0494
Epoch 38/400 |█-------------------| 9.5% val_auroc_score: 0.9285; val_auprc_score: 0.9881; val_best_acc_score: 0.9353; val_best_f1_score: 0.9641; train_kl_reg_loss: 66760.7956; train_edge_recon_loss: 6157863.1645; train_gene_expr_recon_loss: 17278000.1894; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23502624.1358; train_optim_loss: 23502624.1358; val_kl_reg_loss: 49892.1742; val_edge_recon_loss: 6401541.7145; val_gene_expr_recon_loss: 17338033.6481; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23789467.5494; val_optim_loss: 23789467.5494
Epoch 39/400 |█-------------------| 9.8% val_auroc_score: 0.9293; val_auprc_score: 0.9882; val_best_acc_score: 0.9357; val_best_f1_score: 0.9642; train_kl_reg_loss: 66529.4559; train_edge_recon_loss: 6110055.9996; train_gene_expr_recon_loss: 17246622.3726; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23423207.8305; train_optim_loss: 23423207.8305; val_kl_reg_loss: 50812.0668; val_edge_recon_loss: 6396913.4676; val_gene_expr_recon_loss: 17309963.6914; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23757689.2099; val_optim_loss: 23757689.2099
Epoch 40/400 |██------------------| 10.0% val_auroc_score: 0.9293; val_auprc_score: 0.9884; val_best_acc_score: 0.9353; val_best_f1_score: 0.9641; train_kl_reg_loss: 66331.9954; train_edge_recon_loss: 6141836.9061; train_gene_expr_recon_loss: 17219085.5180; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23427254.4034; train_optim_loss: 23427254.4034; val_kl_reg_loss: 51343.6043; val_edge_recon_loss: 6363687.0401; val_gene_expr_recon_loss: 17296067.5062; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23711098.1728; val_optim_loss: 23711098.1728
Epoch 41/400 |██------------------| 10.2% val_auroc_score: 0.9296; val_auprc_score: 0.9884; val_best_acc_score: 0.9349; val_best_f1_score: 0.9640; train_kl_reg_loss: 66012.0588; train_edge_recon_loss: 6138062.0749; train_gene_expr_recon_loss: 17203295.9784; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23407370.0926; train_optim_loss: 23407370.0926; val_kl_reg_loss: 51683.3254; val_edge_recon_loss: 6368991.1636; val_gene_expr_recon_loss: 17298743.4105; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23719417.9198; val_optim_loss: 23719417.9198
Epoch 42/400 |██------------------| 10.5% val_auroc_score: 0.9314; val_auprc_score: 0.9888; val_best_acc_score: 0.9361; val_best_f1_score: 0.9646; train_kl_reg_loss: 65568.0997; train_edge_recon_loss: 6123905.5943; train_gene_expr_recon_loss: 17197194.7654; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23386668.4755; train_optim_loss: 23386668.4755; val_kl_reg_loss: 52004.0148; val_edge_recon_loss: 6311230.7654; val_gene_expr_recon_loss: 17261168.2531; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23624402.9938; val_optim_loss: 23624402.9938
Epoch 43/400 |██------------------| 10.8% val_auroc_score: 0.9296; val_auprc_score: 0.9884; val_best_acc_score: 0.9357; val_best_f1_score: 0.9644; train_kl_reg_loss: 64706.2071; train_edge_recon_loss: 6129885.7422; train_gene_expr_recon_loss: 17176120.0449; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23370711.9993; train_optim_loss: 23370711.9993; val_kl_reg_loss: 51958.4276; val_edge_recon_loss: 6354105.6682; val_gene_expr_recon_loss: 17246103.1204; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23652167.2160; val_optim_loss: 23652167.2160
Epoch 44/400 |██------------------| 11.0% val_auroc_score: 0.9312; val_auprc_score: 0.9886; val_best_acc_score: 0.9374; val_best_f1_score: 0.9653; train_kl_reg_loss: 64617.1454; train_edge_recon_loss: 6141699.5593; train_gene_expr_recon_loss: 17172490.2834; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23378806.9859; train_optim_loss: 23378806.9859; val_kl_reg_loss: 52364.7561; val_edge_recon_loss: 6307170.3272; val_gene_expr_recon_loss: 17255187.4846; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23614722.6296; val_optim_loss: 23614722.6296
Epoch 45/400 |██------------------| 11.2% val_auroc_score: 0.9331; val_auprc_score: 0.9889; val_best_acc_score: 0.9372; val_best_f1_score: 0.9652; train_kl_reg_loss: 65032.3213; train_edge_recon_loss: 6126977.3225; train_gene_expr_recon_loss: 17152475.9997; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23344485.6247; train_optim_loss: 23344485.6247; val_kl_reg_loss: 51922.1117; val_edge_recon_loss: 6331137.6875; val_gene_expr_recon_loss: 17242997.3364; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23626057.0864; val_optim_loss: 23626057.0864
Epoch 46/400 |██------------------| 11.5% val_auroc_score: 0.9321; val_auprc_score: 0.9890; val_best_acc_score: 0.9374; val_best_f1_score: 0.9653; train_kl_reg_loss: 64833.1246; train_edge_recon_loss: 6116769.3630; train_gene_expr_recon_loss: 17140399.3945; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23322001.8875; train_optim_loss: 23322001.8875; val_kl_reg_loss: 52227.7193; val_edge_recon_loss: 6291387.0586; val_gene_expr_recon_loss: 17238849.1605; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23582463.9198; val_optim_loss: 23582463.9198
Epoch 47/400 |██------------------| 11.8% val_auroc_score: 0.9322; val_auprc_score: 0.9889; val_best_acc_score: 0.9366; val_best_f1_score: 0.9648; train_kl_reg_loss: 64093.0380; train_edge_recon_loss: 6132132.0429; train_gene_expr_recon_loss: 17127825.6813; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23324050.7691; train_optim_loss: 23324050.7691; val_kl_reg_loss: 52035.8163; val_edge_recon_loss: 6337780.2407; val_gene_expr_recon_loss: 17223135.9691; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23612952.0864; val_optim_loss: 23612952.0864
Epoch 48/400 |██------------------| 12.0% val_auroc_score: 0.9323; val_auprc_score: 0.9887; val_best_acc_score: 0.9362; val_best_f1_score: 0.9646; train_kl_reg_loss: 64046.8371; train_edge_recon_loss: 6131590.0301; train_gene_expr_recon_loss: 17117622.3798; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23313259.2384; train_optim_loss: 23313259.2384; val_kl_reg_loss: 52364.7878; val_edge_recon_loss: 6392985.5502; val_gene_expr_recon_loss: 17205009.9198; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23650360.3025; val_optim_loss: 23650360.3025
Epoch 49/400 |██------------------| 12.2% val_auroc_score: 0.9329; val_auprc_score: 0.9889; val_best_acc_score: 0.9373; val_best_f1_score: 0.9652; train_kl_reg_loss: 63554.4621; train_edge_recon_loss: 6101562.5093; train_gene_expr_recon_loss: 17064908.8429; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23230025.8202; train_optim_loss: 23230025.8202; val_kl_reg_loss: 51585.5164; val_edge_recon_loss: 6361313.4352; val_gene_expr_recon_loss: 17146940.0093; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23559838.9630; val_optim_loss: 23559838.9630
Epoch 50/400 |██------------------| 12.5% val_auroc_score: 0.9330; val_auprc_score: 0.9890; val_best_acc_score: 0.9369; val_best_f1_score: 0.9650; train_kl_reg_loss: 63431.8199; train_edge_recon_loss: 6151614.2872; train_gene_expr_recon_loss: 17051836.5949; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23266882.6902; train_optim_loss: 23266882.6902; val_kl_reg_loss: 51531.1700; val_edge_recon_loss: 6336838.2870; val_gene_expr_recon_loss: 17142475.8457; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23530845.3457; val_optim_loss: 23530845.3457
Epoch 51/400 |██------------------| 12.8% val_auroc_score: 0.9322; val_auprc_score: 0.9887; val_best_acc_score: 0.9367; val_best_f1_score: 0.9648; train_kl_reg_loss: 63269.7280; train_edge_recon_loss: 6116557.4224; train_gene_expr_recon_loss: 17045431.1643; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23225258.3177; train_optim_loss: 23225258.3177; val_kl_reg_loss: 51411.6336; val_edge_recon_loss: 6387270.4151; val_gene_expr_recon_loss: 17109667.9012; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23548349.9259; val_optim_loss: 23548349.9259
Epoch 52/400 |██------------------| 13.0% val_auroc_score: 0.9332; val_auprc_score: 0.9888; val_best_acc_score: 0.9374; val_best_f1_score: 0.9653; train_kl_reg_loss: 62928.5186; train_edge_recon_loss: 6088253.6707; train_gene_expr_recon_loss: 17036596.5214; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23187778.7108; train_optim_loss: 23187778.7108; val_kl_reg_loss: 51859.6165; val_edge_recon_loss: 6326090.3858; val_gene_expr_recon_loss: 17107918.1173; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23485868.0617; val_optim_loss: 23485868.0617
Epoch 53/400 |██------------------| 13.2% val_auroc_score: 0.9346; val_auprc_score: 0.9893; val_best_acc_score: 0.9372; val_best_f1_score: 0.9651; train_kl_reg_loss: 63173.9376; train_edge_recon_loss: 6131331.0507; train_gene_expr_recon_loss: 17025825.4017; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 23220330.3897; train_optim_loss: 23220330.3897; val_kl_reg_loss: 51981.0657; val_edge_recon_loss: 6356151.6404; val_gene_expr_recon_loss: 17096003.4259; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 23504136.1235; val_optim_loss: 23504136.1235
